q_id,q_name,p_id,p_name,p_value,p_value_type
Q5711,Uusimaa,P1464,category for people born here,Category:Births in Uusimaa,wikibase-item
Q5711,Uusimaa,P1792,category of associated people,Category:People from Uusimaa,wikibase-item
Q5711,Uusimaa,P1343,described by source,New Encyclopedic Dictionary,wikibase-item
Q5711,Uusimaa,P797,authority,Southern Finland Regional State Administrative Agency,wikibase-item
Q5711,Uusimaa,P7867,category for maps,Category:Maps of Uusimaa,wikibase-item
Q5711,Uusimaa,P793,significant event,2020 isolation of Uusimaa,wikibase-item
Q5711,Uusimaa,P237,coat of arms,coat of arms of Uusimaa,wikibase-item
Q5711,Uusimaa,P2238,official symbol,European hedgehog,wikibase-item
Q5721,Philippe Pétain,P39,position held,Minister of State,wikibase-item
Q5721,Philippe Pétain,P106,occupation,politician,wikibase-item
Q5721,Philippe Pétain,P119,place of burial,tomb of Philippe Pétain,wikibase-item
Q5721,Philippe Pétain,P373,Commons category,Philippe Pétain,string
Q5721,Philippe Pétain,P166,award received,Grand Cross of the Legion of Honour,wikibase-item
Q5721,Philippe Pétain,P410,military rank,divisional general,wikibase-item
Q5721,Philippe Pétain,P31,instance of,human,wikibase-item
Q5721,Philippe Pétain,P607,conflict,World War I,wikibase-item
Q5721,Philippe Pétain,P735,given name,Henri,wikibase-item
Q5721,Philippe Pétain,P910,topic's main category,Category:Philippe Pétain,wikibase-item
Q5721,Philippe Pétain,P937,work location,Vichy,wikibase-item
